rat_ensembl_gene_id	rat_gene_symbol	gene_type	mean_normal	mean_diabetic	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction	mouse_ensembl_gene_id	mouse_gene_symbol	orthology_type	orthology_confidence	ortholog_mapping_basis
ENSRNOG00000001226	AABR07044593	processed_pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001284	Uncx	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000029546	Uncx	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001298	Slc5a4b	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000020226	Slc5a4b	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001302	Adora2a	protein_coding	0.017388000000000004	0.020650333333333333	0.030015013070385343	0.0	0.06409568482934137	1.0	1.0	False	False	False	up	ENSMUSG00000020178	Adora2a	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001311	Rab36	protein_coding	0.2717096666666667	0.17730666666666664	-0.14783259066775312	0.12155543514743683	-0.15557125204820854	1.0	1.0	False	False	False	down	ENSMUSG00000020175	Rab36	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001313	Gnaz	protein_coding	0.135903	0.06199000000000001	-0.45049324770256094	-0.2691652096209669	-0.6854967384638014	1.0	1.0	False	True	False	down	ENSMUSG00000040009	Gnaz	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001315	Rsph14	protein_coding	0.0001	0.006836543	0.08843671309485535	0.0	0.653197264742182	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001329	Gjc3	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000056966	Gjc3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001333	Azgp1	protein_coding	0.18219533333333335	0.040248	-0.9698697066738802	-1.654354044523894	-1.0267640900674122	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001338	Hpd	protein_coding	0.009677333333333333	0.04436233333333333	0.3339112047262027	0.2965124160090471	0.6395545203900573	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001360	Stag3	protein_coding	0.06731838533333333	0.022268285666666665	-0.38914685378329716	-0.500949300478962	-0.6747810589590977	1.0	1.0	False	True	False	down	ENSMUSG00000036928	Stag3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001368	Rph3a	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000029608	Rph3a	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001391	Sdsl	protein_coding	0.0001	0.036692333333333334	0.3560340330196925	0.0	0.6531972647421805	1.0	1.0	False	False	False	up	ENSMUSG00000029596	Sdsl	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001392	Lhx5	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000029595	Lhx5	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001399	Tbx5	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000018263	Tbx5	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001407	Tfr2	protein_coding	0.03471580566666667	0.04598250966666667	0.08754632377174865	0.3115189031616632	0.1997316239130007	1.0	1.0	False	True	False	up	ENSMUSG00000029716	Tfr2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001408	Actl6b	protein_coding	0.0001	0.013235452000000002	0.15962962649969903	0.0	0.6531972647421809	1.0	1.0	False	False	False	up	ENSMUSG00000029712	Actl6b	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001412	Epo	protein_coding	0.011557333333333336	0.0001	-0.14195460978020913	0.0	-0.6531972647421795	1.0	1.0	False	False	False	down	ENSMUSG00000029711	Epo	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001416	Vgf	protein_coding	0.005112666666666666	0.006507	0.01716130546691952	0.0	0.10378818222010124	1.0	1.0	False	False	False	up	ENSMUSG00000037428	Vgf	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001422	Col26a1	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000004415	Col26a1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001434	Zp3	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000004948	Zp3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001435	Ssc4d	protein_coding	0.5103333333333333	0.5287846666666667	0.055387060810801136	-0.11073844369047059	0.15289200714407788	1.0	1.0	False	False	False	up	ENSMUSG00000029699	Ssc4d	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001439	Srrm3	protein_coding	0.071295	0.05105233333333333	-0.1140315696744465	-0.42502658672686433	-0.20206919393583972	1.0	1.0	False	True	False	down	ENSMUSG00000039860	Srrm3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001444	Ccl26	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001451	Fkbp6	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001452	Fzd9	protein_coding	0.036426	0.06432700000000001	0.2703528230896248	0.24398598941355942	0.548128551997508	1.0	1.0	False	True	False	up	ENSMUSG00000049551	Fzd9	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001466	LOC100361492	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001469	Eln	protein_coding	0.15259616633333334	0.07202064333333334	-0.620054769151082	-0.26178503833056066	-1.0692119023719402	1.0	1.0	False	True	True	down	ENSMUSG00000029675	Eln	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001474	Tmem270	protein_coding	0.021204	0.02965166666666667	0.06933364358306982	0.0	0.1174880591373665	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001480	Ncf1	protein_coding	0.118508451	0.18948002633333336	0.40321689495507607	0.09342929683617296	1.0438500309709855	1.0	1.0	False	True	False	up	ENSMUSG00000015950	Ncf1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001506	Tmem35a	protein_coding	0.143282	0.025321	-0.893747908466846	-1.0238703688721627	-1.1977568906036467	1.0	1.0	False	True	True	down	ENSMUSG00000033578	Tmem35a	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001510	AC120066	pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001512	AABR07029675	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001519	Dlx2	protein_coding	0.19443966666666665	0.14160399999999998	-0.35694622710809076	-0.0025102597911714764	-0.5275704947048383	1.0	1.0	False	True	False	down	ENSMUSG00000023391	Dlx2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001520	Dlx1	protein_coding	0.14297166666666666	0.10251766666666666	-0.265899800833449	-0.08523237918399151	-0.27838519398259287	1.0	1.0	False	True	False	down	ENSMUSG00000041911	Dlx1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001527	Cd80	protein_coding	0.36139133333333334	0.4405936666666667	0.22124857307079882	0.186252918877871	0.6720971219352355	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001528	Gap43	protein_coding	0.7356836666666666	0.511333	-0.5121206144242398	-0.5106011276760849	-0.7134621597357771	1.0	1.0	False	True	True	down	ENSMUSG00000047261	Gap43	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001544	Cyyr1	protein_coding	0.023135666666666665	0.04939333333333334	0.2140914684814419	0.21047253200071525	0.449006671418763	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001566	AABR07033579	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001567	Krtap14	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000074928	Krtap14	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001570	LOC100363136	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000050704	Krtap13-22	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001572	Hoxd1	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000042448	Hoxd1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001575	Grik1	protein_coding	0.41628902633333337	0.101448638	-1.3211924694009438	-1.4818682366385527	-3.604133351963826	1.0	1.0	False	True	True	down	ENSMUSG00000022935	Grik1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001577	Hoxd3	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000079277	Hoxd3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001578	Hoxd4	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000101174	Hoxd4	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001580	Hoxd9	protein_coding	0.030549333333333335	0.0001	-0.3118368715630875	0.0	-0.6531972647421811	1.0	1.0	False	False	False	down	ENSMUSG00000043342	Hoxd9	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001581	Hoxd10	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000050368	Hoxd10	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001584	Map3k7cl	protein_coding	0.01961727766666667	0.0001	-0.22147407183367207	0.0	-0.6531972647421804	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001587	Hoxd12	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000001823	Hoxd12	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001588	Hoxd13	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000001819	Hoxd13	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001589	Evx2	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000001815	Evx2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001601	AABR07034008	protein_coding	0.0001	0.07595133333333333	0.5702437233608575	0.0	0.6531972647421806	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001622	Impg2	protein_coding	0.04670033333333334	0.11621766666666666	0.5416309027284738	0.5261388910986762	1.5933274622049234	1.0	1.0	False	True	True	up	ENSMUSG00000035270	Impg2	ortholog_one2one	1	unique_rat_gene_symbol
ENSRNOG00000001628	Pcp4	protein_coding	0.0001	0.07369566666666667	0.5602077897175928	0.0	0.6531972647421806	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001634	Adgrg7	protein_coding	0.03610466666666667	0.0001	-0.3519773484820621	0.0	-0.6531972647421813	1.0	1.0	False	False	False	down	ENSMUSG00000022755	Adgrg7	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001644	Tmem30c	protein_coding	0.011049000000000002	0.02007066666666667	0.08910962686229285	0.0	0.22077260888904798	1.0	1.0	False	False	False	up	ENSMUSG00000022753	Tmem30c	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001658	Kcnj6	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000043301	Kcnj6	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001675	AABR07033943	pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001679	Gabrr3	protein_coding	0.08769566666666667	0.08468666666666667	0.015898874543537556	0.0017154796587792731	0.02398099479938213	1.0	1.0	False	True	False	up	ENSMUSG00000074991	Gabrr3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001691	Cldn14	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000047109	Cldn14	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001711	Plaat1	protein_coding	0.04225333333333334	0.10771299999999999	0.5038260787554174	0.5789109484798249	0.6879385562656731	1.0	1.0	False	True	True	up	ENSMUSG00000022525	Plaat1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001715	Ece2	protein_coding	0.06188833333333333	0.07870766666666666	0.20728310557589502	0.34135636030953	0.33758756109680305	1.0	1.0	False	True	False	up	ENSMUSG00000022842	Ece2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001726	Tmem44	protein_coding	0.16156966666666667	0.11910466666666668	-0.47883195287499136	-0.7240419633103741	-0.5279668564248559	1.0	1.0	False	True	False	down	ENSMUSG00000022537	Tmem44	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001739	Meltf	protein_coding	0.018623666666666667	0.049223666666666666	0.33295779468872677	0.26835803566900207	1.2611574853525216	1.0	1.0	False	True	False	up	ENSMUSG00000022780	Meltf	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001742	Clcn2	protein_coding	0.03196333333333334	0.013035000000000003	-0.16482383436785142	0.0	-0.300049188106727	1.0	1.0	False	False	False	down	ENSMUSG00000022843	Clcn2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001752	Nrros	protein_coding	0.09895733333333334	0.041507	-0.5080389971188386	-0.5850571368510389	-2.172762463615605	1.0	1.0	False	True	True	down	ENSMUSG00000052384	Nrros	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001757	Tm4sf19	protein_coding	0.222526	0.22539299999999998	0.022554652388444785	-0.07688640715243311	0.04234744793056205	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000001792	Slc12a8	protein_coding	0.02339036233333333	0.030698696333333334	0.057431712468441365	0.08981305512517412	0.17882644263279815	1.0	1.0	False	True	False	up	ENSMUSG00000035506	Slc12a8	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001794	Muc13	protein_coding	0.059957642	0.042149971	-0.1115638122978968	0.20434960058396845	-0.16722211992988634	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001796	Dgkg	protein_coding	0.004077	0.09061666666666666	0.6230346175991541	0.1970898964895551	0.696918682010634	1.0	1.0	False	True	True	up	ENSMUSG00000022861	Dgkg	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001821	Adipoq	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001837	Sst	protein_coding	0.023117333333333337	0.0001	-0.2522927536769508	0.0	-0.6531972647421812	1.0	1.0	False	False	False	down	ENSMUSG00000004366	Sst	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001839	Vpreb2	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001860	Ccdc116	protein_coding	0.12230433333333333	0.0001	-1.0227719812594	-0.8594096137238405	-1.5755093607301138	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001869	Rab44	protein_coding	0.099389	0.06915466666666666	-0.17749952516503953	-0.522194868891872	-0.3081993241954958	1.0	1.0	False	True	False	down	ENSMUSG00000064147	Rab44	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001872	Lrrc74b	protein_coding	0.03287383733333333	0.0001	-0.37195772558859064	-0.32667654769124876	-1.0612294452232403	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001873	P2rx6	protein_coding	0.31795733333333337	0.2554916666666667	-0.2272017727112321	-0.18030027663985204	-1.2373649045373805	1.0	1.0	False	True	False	down	ENSMUSG00000022758	P2rx6	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001874	Slc7a4	protein_coding	1.7098889999999998	1.7906366666666667	0.028608219070865637	-0.12077994794342284	0.06991125247651234	0.9219899398510661	1.0	True	False	False	up	ENSMUSG00000022756	Slc7a4	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001892	Tbx1	protein_coding	0.44669733333333334	0.23588366666666669	-0.8007895695308106	-1.2533836364501276	-1.0228204743955565	1.0	1.0	False	True	True	down	ENSMUSG00000009097	Tbx1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001908	Klhl6	protein_coding	0.0057666666666666665	0.019835333333333333	0.1655758822458031	0.13507507612190173	0.6822326080281985	1.0	1.0	False	True	False	up	ENSMUSG00000043008	Klhl6	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001911	Map6d1	protein_coding	0.053025333333333334	0.11424966666666665	0.5017338101658169	1.3975595417320712	0.49457763229892787	1.0	1.0	False	True	True	up	ENSMUSG00000041205	Map6d1	ortholog_one2one	1	unique_rat_gene_symbol
ENSRNOG00000001912	Tecrl	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000049537	Tecrl	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001915	Chodl	protein_coding	0.40293981166666665	0.24481412266666666	-0.47740258173650885	-0.39877311270255866	-0.5868273028132862	1.0	1.0	False	True	False	down	ENSMUSG00000022860	Chodl	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001916	Tmprss15	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000022857	Tmprss15	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001931	Fgf12	protein_coding	0.17383643133333335	0.09759891266666666	-0.07948758784836052	0.188101990798903	-0.06429365580649622	1.0	1.0	False	False	False	down	ENSMUSG00000022523	Fgf12	ortholog_one2one	1	unique_rat_gene_symbol
ENSRNOG00000001942	Smr3b	protein_coding	0.009057901666666666	0.0001	-0.11828718832821972	-0.06614504979179525	-0.8847687777348962	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001943	Retnlg	protein_coding	0.052792	0.0001	-0.45563764000074825	0.0	-0.6531972647421814	1.0	1.0	False	False	False	down	ENSMUSG00000022651	Retnlg	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001945	Vcsa2	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001949	Smr3a	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001950	Cabs1	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000007907	Cabs1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001951	Csn3	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001955	Retnla	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000001957	Sult1e1	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000029272	Sult1e1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001967	Sult1b1	protein_coding	0.32346566666666665	0.4886253333333333	0.547441314131296	0.424012256702027	0.7367476115266984	1.0	1.0	False	True	True	up	ENSMUSG00000029269	Sult1b1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001973	Ugt2a3	protein_coding	0.04309907766666667	0.057963412666666665	0.16967531936796965	0.31606428093872685	0.3769209605332207	1.0	1.0	False	True	False	up	ENSMUSG00000035780	Ugt2a3	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001980	Ugt2b35	protein_coding	0.037146006333333335	0.005976986666666666	-0.3437250338392035	-0.5195435635023165	-0.9589723287319066	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000001984	Kcne1	protein_coding	0.035464666666666665	0.07337466666666666	0.3608469479531804	0.9257187260408819	0.469108724033201	1.0	1.0	False	True	False	up	ENSMUSG00000039639	Kcne1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000001986	Fam243a	protein_coding	0.0001	0.006711333333333333	0.08693291036657724	0.0	0.6531972647421819	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000002004	Prdm8	protein_coding	0.0038116666666666663	0.03170766666666667	0.2697645098684629	0.0	0.5430575679575502	1.0	1.0	False	False	False	up	ENSMUSG00000035456	Prdm8	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002011	Gnrhr	protein_coding	0.0001	0.01998566666666667	0.24774316023338905	0.25558071674345273	1.1491092349097813	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000002013	Sidt1	protein_coding	0.04744066666666666	0.06873633333333333	0.16326637733299698	-0.05132714405835381	0.24417046004984003	1.0	1.0	False	False	False	up	ENSMUSG00000022696	Sidt1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002024	Epha5	protein_coding	0.0001	0.002092667333333333	0.027894511066905547	0.0	0.6531972647421879	1.0	1.0	False	False	False	up	ENSMUSG00000029245	Epha5	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002031	Naa11	protein_coding	0.11092166666666665	0.04024966666666666	-0.4203014749266156	-0.42066321046757205	-0.5363676469628438	1.0	1.0	False	True	False	down	ENSMUSG00000046000	Naa11	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002042	Gfi1	protein_coding	0.006046333333333333	0.0001	-0.0788662975325507	0.0	-0.6531972647421833	1.0	1.0	False	False	False	down	ENSMUSG00000029275	Gfi1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002046	Cd200r1l	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000002079	Mapk10	protein_coding;nonsense_mediated_decay	0.23475732766666668	0.32139593633333335	0.21372828285864065	0.0023552379688895897	0.2326021731536616	1.0	1.0	False	True	False	up	ENSMUSG00000046709	Mapk10	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002085	Thegl	protein_coding	0.005115000000000001	0.009465333333333333	0.05801870044584101	0.12377268259253427	0.3820614521599314	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000002105	Cdc7	protein_coding	1.0688506666666668	1.3501366666666668	0.3116240648675105	0.214648891172734	1.1578788405777252	0.1510736556865968	1.0	True	True	False	up	ENSMUSG00000029283	Cdc7	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002110	Fam114a1l1	protein_coding	0.6043986666666666	0.46803633333333333	-0.3469172461968201	-0.5580840970301058	-0.8361407180857573	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000002117	Barhl2	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000034384	Barhl2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000002120	Spata18	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000002122	Lrrc8c	protein_coding	0.31055166666666667	0.3194673333333333	-0.0069284149035004905	0.1604592600749113	-0.013333675368173535	1.0	1.0	False	False	False	down	ENSMUSG00000054720	Lrrc8c	ortholog_one2one	1	unique_rat_gene_symbol
ENSRNOG00000002126	Ncam2	protein_coding	0.006370054	0.0001	-0.08631534583135059	-0.11401437062709441	-1.2793246749633393	1.0	1.0	False	True	False	down	ENSMUSG00000022762	Ncam2	ortholog_one2one	1	ensembl_gene_id
